instant;Date;Season;Holiday;Weather;Temp;Feel_Temp;Hum;Wind;Casual;Registered;cnt
275;2/10/2020;Winter;No;Mist + Few clouds;8,763349;8,229899;0,791667;14,874871;616;2302;2918
276;3/10/2020;Winter;No;Mist + Broken clouds;10,055849;10,426162;0,760833;5,5841686;330;3240;3570
277;4/10/2020;Winter;No;Few clouds;14,755849;14,224326;0,71;13,792218;486;3970;4456
278;5/10/2020;Winter;No;Few clouds;17,301651;16,775486;0,647917;11,87575;559;4267;4826
279;6/10/2020;Winter;No; Partly    cloudy;15,225849;14,579975;0,620833;9,041918;639;4126;4765
280;7/10/2020;Winter;No;Few clouds;16,009151;15,706988;0,684167;1,5002439;949;4036;4985
281;8/10/2020;Winter;No;Few clouds;16,518349;16,122374;0,70125;3,0420814;2235;3174;5409
282;9/10/2020;Winter;No; Partly cloudy;17,419151;16,627201;0,7275;4,25115;2397;3114;5511
283;10/10/2020;Winter;Yes;Clear;18,829151;17,517475;0,73375;2,8343814;1514;3603;5117
284;11/10/2020;Winter;No;Mist + Few clouds;18,633349;17,666512;0,80875;9,583814;667;3896;4563
285;12/10/2020;Winter;No;Snow;17,536651;16,332699;0,90625;16,62605;217;2199;2416
286;13/10/2020;Winter;No;Mist + Broken clouds;19,690849;17,934788;0,896667;9,499729;290;2623;2913
287;14/10/2020;Winter;No;Mist;17,889151;16,894725;0,71625;15,000161;529;3115;3644
288;15/10/2020;Winter;No;Clear;15,813349;15,440075;0,483333;17,291561;1899;3318;5217
289;16/10/2020;Winter;No;Clear;16,048349;15,648238;0,486667;18,875039;1748;3293;5041
290;17/10/2020;Winter;No;Clear;17,105849;16,004075;0,579583;11,750393;713;3857;4570
291;18/10/2020;Winter;No;Mist + Broken clouds;17,0275;16,567887;0,701667;7,375829;637;4111;4748
292;19/10/2020;Winter;No;Rain + Thunderstorm;17,461733;16,150856;0,895217;16,303713;254;2170;2424
293;20/10/2020;Winter;No;Few clouds;14,364151;13,926675;0,63625;28,292425;471;3724;4195
294;21/10/2020;Winter;No; Partly    cloudy;12,0925;11,909012;0,574167;14,833532;676;3628;4304
295;22/10/2020;Winter;No;Clear;11,8575;11,998124;0,629167;6,2086689;1499;2809;4308
296;23/10/2020;Winter;No; Partly    cloudy;11,818349;11,849651;0,74125;6,6673375;1619;2762;4381
297;24/10/2020;Winter;No;Clear;13,776651;13,482149;0,772083;7,959064;699;3488;4187
298;25/10/2020;Winter;No; Partly    cloudy;14,168349;13,778625;0,622917;11,166086;695;3992;4687
299;26/10/2020;Winter;No;Mist + Broken clouds;14,755849;14,223762;0,720417;9,959014;404;3490;3894
300;27/10/2020;Winter;No;Mist + Few clouds;14,09;13,481162;0,812917;13,250121;240;2419;2659
301;28/10/2020;Winter;No;Mist + Cloudy;7,549151;6,984164;0,585833;15,375093;456;3291;3747
302;29/10/2020;Winter;No;Snow;3,945849;2,711911;0,8825;23,541857;57;570;627
303;30/10/2020;Winter;No;Clear;7,000849;7,102463;0,62375;11,833339;885;2446;3331
304;31/10/2020;Winter;No; Partly    cloudy;7,98;8,734961;0,703333;7,12545;362;3307;3669
305;1/11/2020;Winter;No; Partly cloudy;10,839151;10,663136;0,68375;9,083257;410;3658;4068
306;2/11/2020;Winter;No; Partly cloudy;9,7425;10,336251;0,71875;5,5001439;370;3816;4186
307;3/11/2020;Winter;No; Partly    cloudy;11,191651;11,078287;0,702083;9,166739;318;3656;3974
308;4/11/2020;Winter;No;Mist + Cloudy;10,956651;10,959424;0,6225;18,209193;470;3576;4046
309;5/11/2020;Winter;No;Few clouds;7,353349;7,221138;0,519167;12,667154;1156;2770;3926
310;6/11/2020;Winter;No; Partly cloudy;8,371651;9,030826;0,734583;6,1676314;952;2697;3649
311;7/11/2020;Winter;No;Clear;10,565;10,840937;0,75875;3,834075;373;3662;4035
312;8/11/2020;Winter;No;Few clouds;11,191651;11,375562;0,721667;4,6255125;376;3829;4205
313;9/11/2020;Winter;No;Clear;10,8;11,226713;0,758333;4,1671186;305;3804;4109
314;10/11/2020;Winter;No;Mist;9,86;9,564887;0,813333;12,667489;190;2743;2933
315;11/11/2020;Winter;Yes; Partly cloudy;7,235849;6,420399;0,44625;21,083225;440;2928;3368
316;12/11/2020;Winter;No;Clear;8,763349;8,823274;0,552917;14,208154;1275;2792;4067
317;13/11/2020;Winter;No; Partly    cloudy;12,719151;12,23585;0,458333;18,875307;1004;2713;3717
318;14/11/2020;Winter;No;Clear;16,91;16,656764;0,587083;20,541932;595;3891;4486
319;15/11/2020;Winter;No;Mist + Cloudy;16,91;15,856213;0,68875;13,375411;449;3746;4195
320;16/11/2020;Winter;No;Light Rain + Scattered clouds;13,463349;13,243436;0,93;9,167543;145;1672;1817
321;17/11/2020;Winter;No;Mist;8,058349;7,191387;0,575833;20,459254;139;2914;3053
322;18/11/2020;Winter;No; Partly cloudy;4,885849;4,817887;0,41;11,291711;245;3147;3392
323;19/11/2020;Winter;No;Few clouds;7,470849;7,250701;0,502083;15,041232;943;2720;3663
324;20/11/2020;Winter;No;Mist + Few clouds;13,776651;13,481726;0,684583;12,45865;787;2733;3520
325;21/11/2020;Winter;No;Light Rain + Scattered clouds;13,0325;12,917914;0,91;9,249618;220;2545;2765
326;22/11/2020;Winter;No;Light Rain + Scattered clouds;11,583349;11,819712;0,9625;7,959064;69;1538;1607
327;23/11/2020;Winter;No;Mist + Few clouds;12,719151;12,235239;0,757917;22,500275;112;2454;2566
328;24/11/2020;Winter;Yes; Partly    cloudy;9,546651;9,506137;0,549167;11,209368;560;935;1495
329;25/11/2020;Winter;No; Partly    cloudy;9,625;9,891537;0,64375;-6,6260186;1095;1697;2792
330;26/11/2020;Winter;No;Few clouds;9,664151;10,099089;0,681667;4,5841936;1249;1819;3068
331;27/11/2020;Winter;No; Partly    cloudy;13,580849;13,4226;0,698333;13,999918;810;2261;3071
332;28/11/2020;Winter;No; Partly cloudy;15,663466;15,035734;0,743043;9,522174;253;3614;3867
333;29/11/2020;Winter;No;Mist + Cloudy;13,541651;13,214625;0,830833;17,292164;96;2818;2914
334;30/11/2020;Winter;No;Clear;7,275;6,627387;0,613333;18,167586;188;3425;3613
335;1/12/2020;Winter;No;Clear;6,6875;6,361038;0,524583;14,750586;182;3545;3727
336;2/12/2020;Winter;No; Partly    cloudy;6,765849;7,577351;0,625833;6,750518;268;3672;3940
337;3/12/2020;Winter;No;Clear;6,060849;6,598388;0,612917;6,4174811;706;2908;3614
338;4/12/2020;Winter;No;Clear;7,549151;8,4077;0,775833;5,6252061;634;2851;3485
339;5/12/2020;Winter;No;Mist;10,134151;10,514475;0,827083;4,1679561;233;3578;3811
340;6/12/2020;Winter;No;Snow;13,7375;13,4508;0,949583;15,583061;126;2468;2594
341;7/12/2020;Winter;No;Light Rain + Scattered clouds;11,27;10,811562;0,970417;17,833725;50;655;705
342;8/12/2020;Winter;No; Partly    cloudy;4,494151;4,076086;0,58;16,083886;150;3172;3322
343;9/12/2020;Winter;No; Partly    cloudy;5,669151;6,924474;0,695833;5,5420189;261;3359;3620
344;10/12/2020;Winter;No;Clear;4,925;4,521364;0,5075;15,625807;502;2688;3190
345;11/12/2020;Winter;No; Partly cloudy;2,379151;3,898238;0,49;4,4582939;377;2366;2743
346;12/12/2020;Winter;No; Partly cloudy;3,201651;4,699212;0,670833;4,25115;143;3167;3310
347;13/12/2020;Winter;No; Partly cloudy;5,2775;6,153486;0,59;9,41685;155;3368;3523
348;14/12/2020;Winter;No;Mist;6,9225;7,903014;10,66375;4,0842061;178;3562;3740
349;15/12/2020;Winter;No;Mist + Few clouds;11,8575;11,375139;0,634167;17,958814;181;3528;3709
350;16/12/2020;Winter;No;Mist + Few clouds;9,625;8,911775;0,500417;17,458525;178;3399;3577
351;17/12/2020;Winter;No;Mist + Broken clouds;4,141651;3,720437;0,560833;16,292189;275;2464;2739
352;18/12/2020;Winter;No;Clear;3,201651;3,542213;0,58625;11,375193;220;2211;2431
353;19/12/2020;Winter;No; Partly cloudy;5,003349;5,203851;0,6375;11,584032;260;3143;3403
354;20/12/2020;Winter;No;Mist + Broken clouds;10,134151;10,633338;0,595417;4,1252436;216;3534;3750
355;21/12/2020;Springer;No;Mist + Broken clouds;12,131651;12,116799;0,858333;14,8338;107;2553;2660
356;22/12/2020;Springer;No;Mist + Cloudy;11,896651;12,027687;0,7575;3,167425;227;2841;3068
357;23/12/2020;Springer;No; Partly    cloudy;9,546651;9,743111;0,68625;18,374482;163;2046;2209
358;24/12/2020;Springer;No; Partly cloudy;6,2175;6,064374;0,5425;12,750368;155;856;1011
359;25/12/2020;Springer;No;Few clouds;4,914801;5,158167;0,681304;10,391097;303;451;754
360;26/12/2020;Springer;Yes; Partly    cloudy;7,121733;6,830145;0,506957;16,044155;430;887;1317
361;27/12/2020;Springer;No;Mist + Few clouds;7,275;7,398751;0,7625;12,62615;103;1059;1162
362;28/12/2020;Springer;No; Partly    cloudy;6,05911;5,158778;0,503913;19,695387;255;2047;2302
363;29/12/2020;Springer;No;Few clouds;3,671651;4,402924;0,574167;8,000604;254;2169;2423
364;30/12/2020;Springer;No;Clear;6,648349;6,984164;0,636667;9,000579;491;2508;2999
365;31/12/2020;Springer;No; Partly    cloudy;11,27;11,463687;0,615833;14,750318;665;1820;2485
366;1/01/2021;Springer;No; Partly cloudy;9,39;9,654187;0,6925;12,875189;686;1608;2294
367;2/01/2021;Springer;Yes;Few clouds;4,833021;3,858288;0,381304;22,087555;244;1707;1951
368;3/01/2021;Springer;No; Partly    cloudy;-0,95;-2,065075;0,44125;24,499957;89;2147;2236
369;4/01/2021;Springer;No;Mist + Cloudy;-2,9475;-2,391161;0,414583;12,3749;95;2273;2368
370;5/01/2021;Springer;No;Few clouds;4,494151;5,085364;0,524167;8,709129;140;3132;3272
371;6/01/2021;Springer;No;Few clouds;7,705849;7,992549;0,542083;11,249836;307;3791;4098
372;7/01/2021;Springer;No;Few clouds;10,486651;10,366613;0,531667;11,708786;1070;3451;4521
373;8/01/2021;Springer;No;Few clouds;7,8625;7,992126;0,465;12,833314;599;2826;3425
374;9/01/2021;Springer;No;Mist + Broken clouds;2,535849;3,631513;0,701667;6,6263;106;2270;2376
375;10/01/2021;Springer;No; Partly cloudy;6,508712;6,984822;0,646522;12,565984;173;3425;3598
376;11/01/2021;Springer;No;Mist + Broken clouds;4,885849;5,292587;0,8475;8,791807;92;2085;2177
377;12/01/2021;Springer;No;Mist + Few clouds;9,9775;9,951086;0,802917;12,124789;269;3828;4097
378;13/01/2021;Springer;No; Partly cloudy;4,885849;3,720014;0,5075;25,333236;174;3040;3214
379;14/01/2021;Springer;No;Few clouds;0,46;0,605089;0,4575;12,541261;333;2160;2493
380;15/01/2021;Springer;No; Partly    cloudy;-0,166651;-0,403625;0,419167;16,834286;284;2027;2311
381;16/01/2021;Springer;Yes; Partly cloudy;0,93;0,961161;0,5225;15,500986;217;2081;2298
382;17/01/2021;Springer;No;Mist + Broken clouds;9,533021;9,121066;0,716087;23,39171;127;2808;2935
383;18/01/2021;Springer;No; Partly    cloudy;6,256651;4,936938;0,443333;27,833743;109;3267;3376
384;19/01/2021;Springer;No;Few clouds;0,93;0,931786;0,4975;14,750586;130;3162;3292
385;20/01/2021;Springer;No;Mist;2,2225;2,385026;0,45;13,58425;115;3048;3163
386;21/01/2021;Springer;No;Mist + Few clouds;0,146651;0,219125;0,83125;14,917014;67;1234;1301
387;22/01/2021;Springer;No;Mist + Few clouds;-0,3625;-0,37425;0,79625;13,375746;196;1781;1977
388;23/01/2021;Springer;No;Mist;2,261651;3,423726;0,91125;7,417436;145;2287;2432
389;24/01/2021;Springer;No; Partly    cloudy;8,0975;8,408076;0,835833;8,292389;439;3900;4339
390;25/01/2021;Springer;No; Partly    cloudy;5,825849;5,856587;0,64375;10,791757;467;3803;4270
391;26/01/2021;Springer;No;Mist + Cloudy;8,058349;8,73435;0,769583;4,9175186;244;3831;4075
392;27/01/2021;Springer;No;Mist + Few clouds;11,975;11,523001;0,74125;22,958689;269;3187;3456
393;28/01/2021;Springer;No;Few clouds;6,844151;7,339813;0,543333;14,125543;775;3248;4023
394;29/01/2021;Springer;No;Clear;5,2775;4,817887;0,31125;16,08335;558;2685;3243
395;30/01/2021;Springer;No; Partly    cloudy;4,650849;4,343375;0,400833;14,458064;126;3498;3624
396;31/01/2021;Springer;No;Clear;10,33;9,921899;0,416667;17,541739;324;4185;4509
397;1/02/2021;Springer;No;Few clouds;14,050849;13,927286;0,507917;12,667489;304;4275;4579
398;2/02/2021;Springer;No;Mist + Broken clouds;10,760849;10,751637;0,672917;12,541529;190;3571;3761
399;3/02/2021;Springer;No;Clear;6,726651;6,539262;0,526667;11,959232;310;3841;4151
400;4/02/2021;Springer;No;Mist + Broken clouds;4,415849;4,818075;0,779583;8,167032;384;2448;2832
401;5/02/2021;Springer;No;Mist + Broken clouds;4,494151;4,432487;0,687917;11,791732;318;2629;2947
402;6/02/2021;Springer;No; Partly cloudy;5,282623;5,932022;0,622174;10,3046;206;3578;3784
403;7/02/2021;Springer;No; Partly cloudy;8,645849;8,971888;0,49625;9,874393;199;4176;4375
404;8/02/2021;Springer;No;Mist + Broken clouds;4,063349;4,521787;0,722917;8,959307;109;2693;2802
405;9/02/2021;Springer;No;Clear;4,455;4,313436;0,562083;13,000479;163;3667;3830
406;10/02/2021;Springer;No;Mist + Cloudy;5,199151;5,797226;0,54;7,834243;227;3604;3831
407;11/02/2021;Springer;No;Snow;2,535849;1,910749;0,73125;19,416332;192;1977;2169
408;12/02/2021;Springer;No; Partly    cloudy;-2,0075;-3,222074;0,464583;27,417204;73;1456;1529
409;13/02/2021;Springer;No;Few clouds;2,4575;2,711911;0,41125;11,207961;94;3328;3422
410;14/02/2021;Springer;No;Mist + Few clouds;7,000849;7,695462;0,50875;9,458993;135;3787;3922
411;15/02/2021;Springer;No; Partly    cloudy;8,371651;8,526563;0,53125;12,1672;141;4028;4169
412;16/02/2021;Springer;No;Mist + Broken clouds;6,883349;7,517614;0,752917;6,125475;74;2931;3005
413;17/02/2021;Springer;No; Partly    cloudy;8,136651;8,526563;0,634583;13,791682;349;3805;4154
414;18/02/2021;Springer;No;Few clouds;8,293349;8,704975;0,534583;12,792243;1435;2883;4318
415;19/02/2021;Springer;No;Mist + Cloudy;5,16;4,492036;0,515833;16,958504;618;2071;2689
416;20/02/2021;Springer;Yes;Clear;5,16;4,849377;0,507826;15,348561;502;2627;3129
417;21/02/2021;Springer;No;Clear;5,527822;5,870311;0,594348;13,783039;163;3614;3777
418;22/02/2021;Springer;No;Clear;10,604151;10,455349;0,567917;15,709557;394;4379;4773
419;23/02/2021;Springer;No;Clear;13,345849;12,888962;0,554583;12,791171;516;4546;5062
420;24/02/2021;Springer;No;Mist + Cloudy;11,1525;11,315637;0,7375;15,916989;246;3241;3487
421;25/02/2021;Springer;No; Partly cloudy;5,669151;4,016725;0,395833;28,250014;317;2415;2732
422;26/02/2021;Springer;No;Few clouds;5,120849;4,610476;0,41;13,750343;515;2874;3389
423;27/02/2021;Springer;No; Partly    cloudy;9,233349;8,823838;0,490833;17,958211;253;4069;4322
424;28/02/2021;Springer;No;Few clouds;8,880849;8,615675;0,395833;12,958939;229;4134;4363
425;29/02/2021;Springer;No;Mist;8,184356;8,37809;0,804783;12,000839;65;1769;1834
426;1/03/2021;Springer;No;Clear;14,834151;14,342437;0,615417;15,208129;325;4665;4990
427;2/03/2021;Springer;No;Mist + Broken clouds;8,606651;8,912574;0,657083;9,708568;246;2948;3194
428;3/03/2021;Springer;No;Mist + Few clouds;11,465849;11,434124;0,62125;10,792293;956;3110;4066
429;4/03/2021;Springer;No; Partly cloudy;7,314151;6,241987;0,403333;22,416257;710;2713;3423
430;5/03/2021;Springer;No; Partly    cloudy;3,436651;3,335037;0,50625;15,333486;203;3130;3333
431;6/03/2021;Springer;No;Clear;4,141651;3,986974;0,456667;13,458625;221;3735;3956
432;7/03/2021;Springer;No; Partly    cloudy;10,995849;10,0997;0,513333;23,167193;432;4484;4916
433;8/03/2021;Springer;No;Few clouds;16,7925;16,656388;0,5675;29,584721;486;4896;5382
434;9/03/2021;Springer;No;Mist;11,309151;10,662901;0,407083;27,7916;447;4122;4569
435;10/03/2021;Springer;No; Partly cloudy;5,5125;5,055049;0,350417;15,12525;968;3150;4118
436;11/03/2021;Springer;No;Few clouds;9,001733;8,90449;10,476957;14,913329;1658;3253;4911
437;12/03/2021;Springer;No;Few clouds;13,933349;13,600824;0,489167;13,916771;838;4460;5298
438;13/03/2021;Springer;No;Few clouds;18,555;17,517663;0,6175;15,87565;762;5085;5847
439;14/03/2021;Springer;No; Partly cloudy;18,9075;17,784999;0,507083;7,709154;997;5315;6312
440;15/03/2021;Springer;No; Partly cloudy;18,2025;17,042775;0,579583;10,042161;1005;5187;6192
441;16/03/2021;Springer;No;Mist + Broken clouds;12,484151;12,502763;0,842083;7,583864;548;3830;4378
442;17/03/2021;Springer;No;Mist + Few clouds;16,165849;15,737162;0,755833;7,417168;3155;4681;7836
443;18/03/2021;Springer;No;Mist + Few clouds;14,2075;13,808;0,81;8,501161;2207;3685;5892
444;19/03/2021;Springer;No;Few clouds;17,615;17,042587;0,72875;10,875239;982;5171;6153
445;20/03/2021;Springer;No;Few clouds;18,359151;17,311051;0,807917;8,125157;1051;5042;6093
446;21/03/2021;Summer;No;Mist + Broken clouds;16,988349;16,123126;0,82125;6,0004061;1122;5108;6230
447;22/03/2021;Summer;No; Partly cloudy;18,045849;16,983649;0,83125;7,876654;1334;5537;6871
448;23/03/2021;Summer;No;Mist + Broken clouds;20,278349;18,793149;0,694167;7,7921;2469;5893;8362
449;24/03/2021;Summer;No;Mist + Broken clouds;15,6175;14,876451;0,885417;12,916461;1033;2339;3372
450;25/03/2021;Summer;No;Mist + Broken clouds;12,5625;12,561936;0,880833;14,791925;1532;3464;4996
451;26/03/2021;Summer;No;Few clouds;12,954151;12,62125;0,477917;25,917007;795;4763;5558
452;27/03/2021;Summer;No; Partly cloudy;7,196651;6,835738;0,29;12,541864;531;4571;5102
453;28/03/2021;Summer;No; Partly cloudy;14,755849;14,13465;0,48125;19,541957;674;5024;5698
454;29/03/2021;Summer;No;Clear;15,225849;14,668288;0,439167;21,41655;834;5299;6133
455;30/03/2021;Summer;No;Mist + Broken clouds;9,39;9,654187;0,580833;9,250489;796;4663;5459
456;31/03/2021;Summer;No;Mist + Few clouds;11,935849;11,820276;0,738333;16,791339;2301;3934;6235
457;1/04/2021;Summer;No;Mist + Cloudy;12,014151;11,612489;0,67625;11,541889;2347;3694;6041
458;2/04/2021;Summer;No; Partly    cloudy;12,393911;12,093111;0,504348;20,913313;1208;4728;5936
459;3/04/2021;Summer;No; Partly    cloudy;13,933349;13,689701;0,396667;6,708911;1348;5424;6772
460;4/04/2021;Summer;No;Few clouds;17,458349;17,07215;0,469583;12,125325;1058;5378;6436
461;5/04/2021;Summer;No;Clear;12,445;12,264661;0,374167;14,708443;1192;5265;6457
462;6/04/2021;Summer;No; Partly    cloudy;10,956651;10,366049;0,377083;20,125996;1807;4653;6460
463;7/04/2021;Summer;No;Few clouds;12,5625;12,028063;0,254167;18,416357;3252;3605;6857
464;8/04/2021;Summer;No;Clear;15,5;15,143975;0,275833;15,583932;2230;2939;5169
465;9/04/2021;Summer;No;Clear;14,990849;14,401986;0,3175;23,999132;905;4680;5585
466;10/04/2021;Summer;No; Partly cloudy;12,993349;12,502951;0,435;16,708125;819;5099;5918
467;11/04/2021;Summer;No; Partly    cloudy;8,388712;7,851878;0,469565;19,783358;482;4380;4862
468;12/04/2021;Summer;No; Partly cloudy;10,6825;10,217388;0,46625;19,458743;663;4746;5409
469;13/04/2021;Summer;No;Clear;12,7975;12,294976;0,408333;10,416557;1252;5146;6398
470;14/04/2021;Summer;No;Few clouds;15,265;14,935812;0,502917;12,791439;2795;4665;7460
471;15/04/2021;Summer;No;Few clouds;20,513349;18,972125;0,507917;15,083643;2846;4286;7132
472;16/04/2021;Summer;Yes;Few clouds;23,215849;20,901475;0,561667;19,083543;1198;5172;6370
473;17/04/2021;Summer;No;Few clouds;20,591651;20,128889;0,390417;18,333143;989;5702;6691
474;18/04/2021;Summer;No;Mist + Broken clouds;13,776651;13,480786;0,569167;11,250104;347;4020;4367
475;19/04/2021;Summer;No; Partly cloudy;15,421651;15,173162;0,6125;4,4172564;846;5719;6565
476;20/04/2021;Summer;No; Partly cloudy;16,753349;16,241425;0,694583;10,041357;1340;5950;7290
477;21/04/2021;Summer;No; Partly cloudy;18,79;17,517287;0,682917;19,000329;2541;4083;6624
478;22/04/2021;Summer;No;Rain + Thunderstorm;10,643349;10,306688;0,835417;23,084582;120;907;1027
479;23/04/2021;Summer;No;Mist + Cloudy;7,118349;6,152875;0,766667;20,334232;195;3019;3214
480;24/04/2021;Summer;No; Partly cloudy;11,426651;11,048301;0,454167;16,708661;518;5115;5633
481;25/04/2021;Summer;No; Partly    cloudy;14,403349;14,104899;0,427917;7,959064;655;5541;6196
482;26/04/2021;Summer;No;Mist + Broken clouds;15,421651;14,728401;0,756667;11,833875;475;4551;5026
483;27/04/2021;Summer;No;Few clouds;13,5025;13,273939;0,400833;23,291411;1014;5219;6233
484;28/04/2021;Summer;No;Mist;9,703349;9,742688;0,489583;8,708325;1120;3100;4220
485;29/04/2021;Summer;No;Few clouds;13,541651;13,155687;0,587083;7,832836;2229;4075;6304
486;30/04/2021;Summer;No;Mist + Cloudy;13,815849;13,511712;0,57;11,499746;665;4907;5572
487;1/05/2021;Summer;No;Mist;20,826651;19,119987;0,659583;10,458432;653;5087;5740
488;2/05/2021;Summer;No;Few clouds;18,515849;17,281112;0,797083;9,249886;667;5502;6169
489;3/05/2021;Summer;No;Mist;18,32;17,250374;0,768333;8,957632;764;5657;6421
490;4/05/2021;Summer;No;Clear;21,4925;19,773099;0,735417;10,916846;1069;5227;6296
491;5/05/2021;Summer;No;Mist + Few clouds;21,218349;19,476576;0,756667;10,250464;2496;4387;6883
492;6/05/2021;Summer;No;Mist + Broken clouds;18,4375;17,696639;0,74;10,041893;2135;4224;6359
493;7/05/2021;Summer;No;Mist + Cloudy;17,2625;16,775674;0,664167;15,458307;1008;5265;6273
494;8/05/2021;Summer;No;Mist;19,338349;18,201137;0,685833;19,833943;738;4990;5728
495;9/05/2021;Summer;No;Mist + Cloudy;19,025;17,992175;0,744167;14,499604;620;4097;4717
496;10/05/2021;Summer;No; Partly    cloudy;15,774151;15,113801;0,552083;21,042221;1026;5546;6572
497;11/05/2021;Summer;No;Clear;17,066651;16,479151;0,360417;15,874779;1319;5711;7030
498;12/05/2021;Summer;No; Partly    cloudy;18,515849;17,606399;0,480417;8,249911;2622;4807;7429
499;13/05/2021;Summer;No; Partly    cloudy;20,7875;19,506186;0,57625;15,082839;2172;3946;6118
500;14/05/2021;Summer;No;Mist + Broken clouds;18,946651;17,8453;0,789583;14,250364;342;2501;2843
501;15/05/2021;Summer;No;Mist + Broken clouds;20,748349;19,090988;0,794583;9,875264;625;4490;5115
502;16/05/2021;Summer;No;Clear;21,923349;20,010825;0,697917;8,208304;991;6433;7424
503;17/05/2021;Summer;No;Few clouds;19,886651;18,912811;0,52;15,374825;1242;6142;7384
504;18/05/2021;Summer;No; Partly    cloudy;18,515849;17,902687;0,523333;9,166739;1521;6118;7639
505;19/05/2021;Summer;No;Few clouds;20,2;18,644676;0,45625;5,626325;3410;4884;8294
506;20/05/2021;Summer;No;Clear;21,179151;19,446449;0,530417;17,042589;2704;4425;7129
507;21/05/2021;Summer;No;Mist + Broken clouds;20,121651;18,586349;0,81125;15,624668;630;3729;4359
508;22/05/2021;Summer;No;Mist;20,905;19,298775;0,765833;7,917189;819;5254;6073
509;23/05/2021;Summer;No;Mist + Broken clouds;21,218349;19,476764;0,774583;6,834;766;4494;5260
510;24/05/2021;Summer;No; Partly cloudy;22,785;20,5149;0,716667;11,584032;1059;5711;6770
511;25/05/2021;Summer;No;Few clouds;23,96;21,493863;0,747083;9,41685;1417;5317;6734
512;26/05/2021;Summer;No; Partly cloudy;24,5475;22,206712;0,7325;13,332464;2855;3681;6536
513;27/05/2021;Summer;No;Clear;24,43;22,146975;0,697083;14,416457;3283;3308;6591
514;28/05/2021;Summer;Yes;Few clouds;25,4875;23,9271;0,67625;13,166907;2557;3486;6043
515;29/05/2021;Summer;No; Partly    cloudy;25,9575;23,630624;0,684583;19,7918;880;4863;5743
516;30/05/2021;Summer;No;Mist + Broken clouds;22,863349;20,723063;0,67;9,000043;745;6110;6855
517;31/05/2021;Summer;No;Clear;23,96;21,672463;0,492917;13,083693;1100;6238;7338
518;1/06/2021;Summer;No;Mist;22,745849;20,574214;0,755417;15,916721;533;3594;4127
519;2/06/2021;Summer;No;Clear;19,416651;18,615536;0,549167;12,499654;2795;5325;8120
520;3/06/2021;Summer;No;Clear;20,3175;19,031251;0,493333;12,333829;2494;5147;7641
521;4/06/2021;Summer;No; Partly    cloudy;20,0825;19,179301;0,487083;19,083811;1071;5927;6998
522;5/06/2021;Summer;No;Mist + Few clouds;17,419151;16,716924;0,613333;14,041525;968;6033;7001
523;6/06/2021;Summer;No;Clear;18,045849;17,487724;0,61125;5,167375;1027;6028;7055
524;7/06/2021;Summer;No;Clear;20,3175;18,763774;0,567083;10,54245;1038;6456;7494
525;8/06/2021;Summer;No;Clear;22,510849;20,099514;0,467917;11,750661;1488;6248;7736
526;9/06/2021;Summer;No; Partly    cloudy;25,409151;22,473249;0,437083;9,667229;2708;4790;7498
527;10/06/2021;Summer;No; Partly    cloudy;26,153349;23,185299;0,538333;8,959307;2224;4374;6598
528;11/06/2021;Summer;No;Mist;25,879151;23,006887;0,587917;13,916771;1017;5647;6664
529;12/06/2021;Summer;No;Mist + Cloudy;22,706651;20,100125;0,833333;14,374582;477;4495;4972
530;13/06/2021;Summer;No; Partly cloudy;22,824151;20,722499;0,582083;22,999693;1173;6248;7421
531;14/06/2021;Summer;No; Partly    cloudy;22,471651;21,346001;0,569583;17,000111;1180;6183;7363
532;15/06/2021;Summer;No;Clear;22,040849;20,188438;0,589583;11,833339;1563;6102;7665
533;16/06/2021;Summer;No;Few clouds;21,688349;19,951276;0,504167;11,166689;2963;4739;7702
534;17/06/2021;Summer;No; Partly    cloudy;19,8475;18,882825;0,59875;9,708568;2634;4344;6978
535;18/06/2021;Summer;No;Mist + Broken clouds;18,711651;17,607574;0,777917;11,707982;653;4446;5099
536;19/06/2021;Summer;No;Clear;24,351651;22,770524;0,69;9,917139;968;5857;6825
537;20/06/2021;Summer;No;Few clouds;28,7775;25,885825;0,592083;7,625404;872;5339;6211
538;21/06/2021;Fall;No; Partly    cloudy;29,874151;27,369474;0,567917;7,958729;778;5127;5905
539;22/06/2021;Fall;No; Partly    cloudy;28,5425;26,033687;0,57375;12,250414;964;4859;5823
540;23/06/2021;Fall;No;Clear;26,388349;22,681224;0,534583;12,041307;2657;4801;7458
541;24/06/2021;Fall;No; Partly    cloudy;26,936651;23,689938;0,479167;9,750175;2551;4340;6891
542;25/06/2021;Fall;No; Partly    cloudy;25,644151;22,739974;0,504167;20,125661;1139;5640;6779
543;26/06/2021;Fall;No; Partly    cloudy;21,649151;19,951088;0,373333;23,292014;1077;6365;7442
544;27/06/2021;Fall;No;Few clouds;24,7825;22,117224;0,36;18,208925;1077;6258;7335
545;28/06/2021;Fall;No;Few clouds;27,210849;23,749064;0,4225;11,50055;921;5958;6879
546;29/06/2021;Fall;No; Partly cloudy;31,205849;28,970811;0,48875;11,082939;829;4634;5463
547;30/06/2021;Fall;No; Partly    cloudy;27,955;24,312876;0,60125;10,791757;1455;4232;5687
548;1/07/2021;Fall;No;Few clouds;30,344151;27,279563;0,51875;11,291443;1421;4110;5531
